STUDENT,YEAR,COURSE,SCHOOL YR,SEMESTER,LECTURE DAYS,LECTURE HRS,DISCUSSION DAY,DISCUSSION HR,PS 1,PS 2,PS 3,LE1,LE2,LE3,LE4,Fi0l Grade,Numerical,,,,,,,,,,
179,2023,BS IE,2023-2024,2nd,"T,H",8:30-10:00,F,8:45-9:45,28,28,30,19,19,24,20,77.06,1.75,,,,,,,,,,
180,2022,BS Arch,2023-2024,2nd,"T,H",8:30-10:00,F,8:45-9:45,26,30,27,19,10,9,0,55.89,2.75,,,,,,,,,,
181,2023,BS CS,2023-2024,2nd,"T,H",8:30-10:00,F,8:45-9:45,29,30,30,12,19,15,21,70.72,2,,,,,,,,,,
182,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,26,29,28,18,15,13,17,65.44,2.25,,,,,,,,,,
183,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,27,27,26,19,18,12,15,66.97,2.25,,,,,,,,,,
184,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,27,29,30,20,15,14,21,71.22,2,,,,,,,,,,
185,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,26,24,25,13,9,10,0,46.48,4,,,,,,,,,,
186,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,28,28,30,27,21,20,24,84.56,1.5,,,,,,,,,,
187,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,26,25,27,20,16,10,22,71.35,2,,,,,,,,,,
188,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,25,25,24,21,11,14,12,62.39,2.5,,,,,,,,,,
189,2023,BS GE,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,17,0,0,12,0,0,0,22.39,DRP,,,,,,,,,,
190,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,19,26,24,17,16,17,14,64.28,2.5,,,,,,,,,,
191,2023,BS CE,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,17,7,8,11,10,10,4,39.24,5,,,,,,,,,,
192,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,24,29,27,23,17,14,17,70.44,2,,,,,,,,,,
193,2021,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,2,27,7,22,25,12,23,77.33,1.75,,,,,,,,,,
194,2022,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,28,28,28,16,12,11,15,59.57,2.75,,,,,,,,,,
195,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,29,26,28,22,12,12,11,62.56,2.5,,,,,,,,,,
196,2024,BS ChE,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,14,15,24,12,15,11,0,50.03,3,,,,,,,,,,
197,2023,BS Arch,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,29,25,29,19,13,14,0,59.36,2.75,,,,,,,,,,
198,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,27,24,24,29,17,22,26,87.5,1.25,,,,,,,,,,
199,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,21,22,22,25,22,21,0,78.49,1.75,,,,,,,,,,
200,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,26,24,30,22,20,9,14,70.56,2,,,,,,,,,,
201,2023,BS CN,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,21,26,28,22,20,20,19,74.9,2,,,,,,,,,,
202,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,28,29,30,16,15,0,22,68.03,2.25,,,,,,,,,,
203,2023,BS MatE,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,0,0,0,0,0,0,0,0,5,,,,,,,,,,
204,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,22,28,27,20,18,13,15,67.72,2.25,,,,,,,,,,
205,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,26,26,25,19,10,0,9,55.22,2.75,,,,,,,,,,
206,2022,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,27,21,23,22,19,12,16,68.34,2.25,,,,,,,,,,
207,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,28,29,29,25,19,13,19,77.06,1.75,,,,,,,,,,
208,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,27,27,2,13,11,9,12,51.22,3,,,,,,,,,,
209,2023,BS MBB,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,23,29,28,16,16,15,12,62.86,2.5,,,,,,,,,,
210,2023,BS CoE,2024-2025,1st,"T,H",7:00-8:30,W,7:00-8:00,25,19,24,10,5,9,15,49.54,4,,,,,,,,,,
211,2024,BS ECE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,22,19,25,18,14,15,10,61.25,2.5,,,,,,,,,,
212,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,25,24,25,14,14,13,13,57.01,2.75,,,,,,,,,,
213,2024,BS ChE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,21,0,0,0,0,0,0,7.18,DRP,,,,,,,,,,
214,2024,BS ECE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,15,18,15,12,9,15,14,52.8,3,,,,,,,,,,
215,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,25,27,25,14,13,15,17,61.89,2.5,,,,,,,,,,
216,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,21,20,23,22,19,15,13,67.43,2.25,,,,,,,,,,
217,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,28,26,25,16,13,12,0,57.94,2.75,,,,,,,,,,
218,2024,BS ECE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,26,27,25,12,14,22,25,74.5,2,,,,,,,,,,
219,2024,BS ECE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,23,27,27,17,12,13,13,58.99,2.75,,,,,,,,,,
220,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,24,27,29,20,15,17,20,71.39,2,,,,,,,,,,
221,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,26,24,25,20,17,13,14,65.58,2.25,,,,,,,,,,
222,2024,BS EE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,24,25,27,19,16,15,16,65.94,2.25,,,,,,,,,,
223,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,26,26,26,14,13,13,11,57,2.75,,,,,,,,,,
224,2024,BS ECE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,29,30,30,24,13,22,20,79.29,1.75,,,,,,,,,,
225,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,25,26,28,15,11,11,13,56.28,2.75,,,,,,,,,,
226,2023,BS ME,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,19,20,23,14,15,17,8,57.82,2.75,,,,,,,,,,
227,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,25,23,26,18,15,13,15,62.37,2.5,,,,,,,,,,
228,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,27,26,26,13,12,14,10,56.28,2.75,,,,,,,,,,
229,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,24,28,29,17,19,15,17,67.54,2.25,,,,,,,,,,
230,2024,BS ChE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,27,28,12,18,19,18,12,68.28,2.25,,,,,,,,,,
231,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,23,22,25,14,10,11,13,54.44,3,,,,,,,,,,
232,2024,BS ECE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,26,22,24,24,19,15,19,74.67,2,,,,,,,,,,
233,2024,BS GE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,27,22,24,16,12,15,0,58.94,2.75,,,,,,,,,,
234,2024,BS ECE,2024-2025,1st,"T,H",8:30-10:00,F,8:45-9:45,29,29,29,29,25,28,0,93,1,,,,,,,,,,
235,2023,BS ECE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,19,29,29,7,9,15,8,50.22,3,,,,,,,,,,
236,2023,BS CS,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,13,18,16,14,13,16,11,55.81,2.75,,,,,,,,,,
237,2024,BS ChE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,21,29,27,13,13,15,10,57.72,2.75,,,,,,,,,,
238,2023,BS CE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,27,28,27,21,14,20,19,74.11,2,,,,,,,,,,
239,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,20,23,24,17,11,15,0,57.93,2.75,,,,,,,,,,
240,2022,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,24,28,27,18,15,12,13,62.11,2.5,,,,,,,,,,
241,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,24,25,28,20,17,15,0,66.89,2.25,,,,,,,,,,
242,2022,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,21,21,21,9,12,8,8,46.17,4,,,,,,,,,,
243,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,22,20,29,23,20,23,0,77.89,1.75,,,,,,,,,,
244,2024,BS ChE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,27,29,27,25,20,22,25,84.22,1.5,,,,,,,,,,
245,2023,BS Math,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,27,23,25,19,13,19,0,60.93,2.5,,,,,,,,,,
246,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,23,28,29,17,15,14,13,62.22,2.5,,,,,,,,,,
247,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,21,27,29,16,13,12,10,57.72,2.75,,,,,,,,,,
248,2024,BS CE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,17,23,0,12,14,7,8,46.78,4,,,,,,,,,,
249,2024,BS ChE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,20,14,20,20,18,12,16,65.65,2.25,,,,,,,,,,
250,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,27,27,29,20,14,16,0,65.89,2.25,,,,,,,,,,
251,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,9,24,29,18,11,17,14,62.72,2.5,,,,,,,,,,
252,2024,BS ChE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,26,23,26,19,16,17,15,66.67,2.25,,,,,,,,,,
253,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,27,28,29,23,18,15,15,71,2,,,,,,,,,,
254,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,22,25,30,24,25,18,23,83.56,1.5,,,,,,,,,,
255,2023,BS ChE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,20,23,24,17,16,14,0,61.06,2.5,,,,,,,,,,
256,2023,BS CS,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,27,25,26,22,16,20,25,79.5,1.75,,,,,,,,,,
257,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,21,0,0,14,10,13,0,47.77,4,,,,,,,,,,
258,2024,BS ChE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,30,30,27,28,21,21,24,85.5,1.25,,,,,,,,,,
259,2023,BS Bio,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,24,20,28,22,0,11,12,51.13,3,,,,,,,,,,
260,2024,BS ChE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,23,25,28,18,15,19,20,70.94,2,,,,,,,,,,
261,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,0,9,6,10,10,8,0,34.6,5,,,,,,,,,,
262,2020,BS Bio,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,24,0,0,0,0,0,0,5.17,5,,,,,,,,,,
263,2023,BS Arch,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,23,26,26,25,16,16,0,70.83,2,,,,,,,,,,
264,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,T,2:45-3:45,25,27,25,16,13,15,15,61.89,2.5,,,,,,,,,,
265,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,26,19,24,9,19,16,7,59.33,2.75,,,,,,,,,,
266,2024,BS EE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,25,27,29,22,17,18,15,71.5,2,,,,,,,,,,
267,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,24,24,27,15,15,16,13,61.67,2.5,,,,,,,,,,
268,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,2,29,30,13,15,13,14,56.78,2.75,,,,,,,,,,
269,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,25,24,29,21,16,21,25,79.5,1.75,,,,,,,,,,
270,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,23,28,26,13,19,14,15,63.56,2.5,,,,,,,,,,
271,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,27,23,27,21,15,18,21,73.56,2,,,,,,,,,,
272,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,20,20,13,8,12,10,9,46.72,4,,,,,,,,,,
273,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,20,23,25,14,10,14,12,55.89,2.75,,,,,,,,,,
274,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,27,26,29,22,16,16,19,71.61,2,,,,,,,,,,
275,2024,BS ECE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,28,29,28,13,0,10,12,53.61,3,,,,,,,,,,
276,2024,BS ChE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,22,20,24,18,13,19,20,69.83,2.25,,,,,,,,,,
277,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,27,28,29,26,23,20,20,81.83,1.5,,,,,,,,,,
278,2024,BS ME,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,23,22,28,22,21,16,0,72.28,2,,,,,,,,,,
279,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,23,24,26,17,14,10,13,59.78,2.75,,,,,,,,,,
280,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,22,20,24,9,13,12,8,50.67,3,,,,,,,,,,
281,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,24,24,23,18,18,20,15,69.56,2.25,,,,,,,,,,
282,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,16,22,25,13,14,12,15,57,2.75,,,,,,,,,,
283,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,23,23,26,13,12,14,14,57.17,2.75,,,,,,,,,,
284,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,19,23,9,16,14,13,15,58.17,2.75,,,,,,,,,,
285,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,22,20,19,15,17,14,0,60.11,2.5,,,,,,,,,,
286,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,21,24,26,15,17,13,10,60.39,2.5,,,,,,,,,,
287,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,20,26,25,15,10,13,9,54.56,3,,,,,,,,,,
288,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,23,24,25,13,13,12,11,54.67,3,,,,,,,,,,
289,2024,BS EE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,23,18,21,23,14,15,13,65.22,2.25,,,,,,,,,,
290,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,21,24,25,24,17,13,14,68.61,2.25,,,,,,,,,,
291,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,19,24,25,17,14,14,0,60.06,2.5,,,,,,,,,,
292,2024,BS MetE,2024-2025,1st,"T,Th",7:00-8:30,W,7:00-8:00,20,21,19,21,21,10,0,65,2.25,,,,,,,,,,
293,2024,BS MetE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,23,27,26,22,19,18,0,72.61,2,,,,,,,,,,
294,2024,BS CE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,25,30,30,15,13,12,3,57.78,2.75,,,,,,,,,,
295,2024,BS CE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,27,30,30,21,19,18,20,74.67,2,,,,,,,,,,
296,2024,BS ECE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,19,19,17,21,24,22,20,76.94,1.75,,,,,,,,,,
297,2024,BS CE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,21,22,29,16,18,8,19,67.17,2.25,,,,,,,,,,
298,2024,BS ME,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,24,0,15,23,16,17,0,66,2.25,,,,,,,,,,
299,2024,BS CE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,29,30,29,19,17,15,16,68.11,2.25,,,,,,,,,,
300,2024,BS CE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,25,26,29,15,18,14,17,65.56,2.25,,,,,,,,,,
301,2024,BS EE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,20,21,24,15,14,13,13,57.22,2.75,,,,,,,,,,
302,2024,BS IE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,24,23,24,21,16,23,17,73.72,2,,,,,,,,,,
303,2024,BS MatE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,27,28,28,18,18,13,0,65.06,2.25,,,,,,,,,,
304,2024,BS MatE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,25,28,27,21,16,22,12,73.06,2,,,,,,,,,,
305,2024,BS IE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,0,19,16,15,18,16,0,59.72,2.75,,,,,,,,,,
306,2024,BS ECE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,25,18,20,23,20,14,22,76.17,1.75,,,,,,,,,,
307,2024,BS EE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,16,19,18,13,15,16,5,57.56,2.75,,,,,,,,,,
308,2024,BS EE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,27,22,27,15,13,18,20,67.61,2.25,,,,,,,,,,
309,2024,BS IE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,24,29,22,19,18,19,0,70,2,,,,,,,,,,
310,2024,BS MetE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,26,25,27,15,19,11,10,61.17,2.5,,,,,,,,,,
311,2023,BS Arch,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,19,23,29,24,13,17,0,67.89,2.25,,,,,,,,,,
312,2024,BS ME,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,25,24,22,26,17,17,22,77.06,1.75,,,,,,,,,,
313,2024,BS IE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,23,24,24,16,19,11,10,61.22,2.5,,,,,,,,,,
314,2023,BS ChE,2024-2025,1st,"T,Th",13:00-14:30,F,13:15-14:15,11,19,22,15,11,11,0,51.61,3,,,,,,,,,,
315,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,23,23,28,9,6,10,11,48.22,4,,,,,,,,,,
316,2024,BS CoE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,27,26,25,21,20,16,22,76.17,1.75,,,,,,,,,,
317,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,21,22,26,25,16,22,21,79.33,1.75,,,,,,,,,,
318,2024,BS IE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,24,24,13,11,14,13,56.44,2.75,,,,,,,,,,
319,2024,BS ECE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,25,22,18,18,13,11,63.83,2.5,,,,,,,,,,
320,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,19,22,28,10,11,19,16,61,2.5,,,,,,,,,,
321,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,23,23,23,14,17,16,17,64.33,2.5,,,,,,,,,,
322,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,28,30,26,26,24,25,27,89.33,1.25,,,,,,,,,,
323,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,21,27,21,23,20,20,21,76,1.75,,,,,,,,,,
324,2024,BS ECE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,23,23,24,18,20,24,79.56,1.75,,,,,,,,,,
325,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,21,26,25,16,13,19,73,2,,,,,,,,,,
326,2024,BS ECE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,25,28,20,17,23,14,73.67,2,,,,,,,,,,
327,2024,BS DE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,21,25,25,18,23,21,80.39,1.5,,,,,,,,,,
328,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,22,25,20,24,24,23,20,81.61,1.5,,,,,,,,,,
329,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,17,14,12,22,16,13,11,62.28,2.5,,,,,,,,,,
330,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,21,29,27,17,13,17,20,68.56,2.25,,,,,,,,,,
331,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,20,24,26,16,11,19,13,62.78,2.5,,,,,,,,,,
332,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,24,28,26,7,13,8,7,47,4,,,,,,,,,,
333,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,15,18,26,16,13,19,19,66.56,2.25,,,,,,,,,,
334,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,22,28,30,23,18,20,23,78.89,1.75,,,,,,,,,,
335,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,23,23,14,22,16,20,26,78.33,1.75,,,,,,,,,,
336,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,27,29,30,17,21,13,20,72.89,2,,,,,,,,,,
337,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,26,23,28,17,17,14,17,66.06,2.25,,,,,,,,,,
338,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,28,21,26,24,18,21,24,80.83,1.5,,,,,,,,,,
339,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,24,24,28,18,18,18,18,68.44,2.25,,,,,,,,,,
340,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,24,27,27,21,20,20,80.11,1.5,,,,,,,,,,
341,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,29,28,26,20,17,11,16,68.39,2.25,,,,,,,,,,
342,2024,BS CE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,22,21,22,19,16,11,16,64.72,2.5,,,,,,,,,,
343,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,18,27,26,18,18,21,11,70.39,2,,,,,,,,,,
344,2024,BS ChE,2024-2025,1st,"T,Th",14:30-16:00,F,14:45-15:45,25,23,18,21,16,18,19,70.67,2,,,,,,,,,,
345,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,28,26,29,22,19,17,22,76.72,1.75,,,,,,,,,,
346,2024,BS EE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,27,25,25,22,22,18,20,74.52,2,,,,,,,,,,
347,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,28,26,27,19,15,12,15,64.75,2.5,,,,,,,,,,
348,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,27,28,29,21,18,16,17,70.27,2,,,,,,,,,,
349,2024,BS EE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,27,25,27,26,20,25,30,90.29,1,,,,,,,,,,
350,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,29,27,29,28,23,25,27,90.97,1,,,,,,,,,,
351,2024,BS ECE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,27,18,22,17,15,20,0,63.64,2.5,,,,,,,,,,
352,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,25,25,26,18,20,19,0,69.68,2.25,,,,,,,,,,
353,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,28,25,27,18,16,16,0,64.99,2.5,,,,,,,,,,
354,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,28,26,26,19,12,20,21,73.75,2,,,,,,,,,,
355,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,29,26,23,21,19,21,25,79.36,1.75,,,,,,,,,,
356,2024,BS ECE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,21,23,23,20,17,10,18,66.28,2.25,,,,,,,,,,
357,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,28,26,28,23,21,21,27,82.97,1.5,,,,,,,,,,
358,2024,BS ChE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,27,26,29,21,23,19,25,80.91,1.5,,,,,,,,,,
359,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,25,26,24,20,17,17,21,70.93,2,,,,,,,,,,
360,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,25,26,28,17,15,16,18,63.94,2.5,,,,,,,,,,
361,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,28,27,27,23,20,17,21,77.30,1.75,,,,,,,,,,
362,2024,BS ECE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,26,27,22,25,20,20,21,75.60,1.75,,,,,,,,,,
363,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,28,27,28,25,20,17,21,79.03,1.75,,,,,,,,,,
364,2024,BS CE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,25,20,25,17,19,16,13,64.51,2.5,,,,,,,,,,
